name,datetime,job_id,department_id
Charles Macdowell,2023-07-01T19:02:18.728436+00:00,58,26
Daniel Kiedrowski,2023-07-01T19:02:18.745782+00:00,64,26
Ralph Foster,2023-07-01T19:02:18.746075+00:00,65,26
Michael Romero,2023-07-01T19:02:18.746309+00:00,64,29
Abram Wyatt,2023-07-01T19:02:18.747105+00:00,59,28
Pearl Greig,2023-07-01T19:02:18.751261+00:00,63,22
Donald Neher,2023-07-01T19:02:18.756656+00:00,65,21
Phyllis Pinto,2023-07-01T19:02:18.758312+00:00,62,25
Leo Vinson,2023-07-01T19:02:18.758911+00:00,65,27
Evelyn Collins,2023-07-01T19:02:18.759030+00:00,60,28
Gary Carrier,2023-07-01T19:02:18.759971+00:00,59,26
Brenda Williams,2023-07-01T19:02:18.760060+00:00,63,29
John Agee,2023-07-01T19:02:18.761156+00:00,60,25
Jordan Gunnell,2023-07-01T19:02:18.767306+00:00,63,25
Anibal Horne,2023-07-01T19:02:18.768316+00:00,61,29
Mark Zemel,2023-07-01T19:02:18.788418+00:00,63,25
Arthur Milburn,2023-07-01T19:02:18.790206+00:00,62,22
David Patrick,2023-07-01T19:02:18.790533+00:00,62,22
Jane Purdy,2023-07-01T19:02:18.791755+00:00,63,28
Paul Moorman,2023-07-01T19:02:18.793874+00:00,61,28
William Dalton,2023-07-01T19:02:18.794246+00:00,57,26
Joyce Peckham,2023-07-01T19:02:18.796653+00:00,60,27
Dorothy Snapp,2023-07-01T19:02:18.800295+00:00,58,26
Betty Roman,2023-07-01T19:02:18.800666+00:00,59,28
Crystal Brown,2023-07-01T19:02:18.800784+00:00,59,23
Don Ramos,2023-07-01T19:02:18.800968+00:00,65,26
Manuela Pruitt,2023-07-01T19:02:18.801606+00:00,62,23
Diana Smith,2023-07-01T19:02:18.801717+00:00,58,21
Tammy Rice,2023-07-01T19:02:18.801876+00:00,60,21
Michael Stjohn,2023-07-01T19:02:18.802948+00:00,57,23
Greg Ferrer,2023-07-01T19:02:18.804492+00:00,59,23
Tasha Stephens,2023-07-01T19:02:18.804838+00:00,63,22
Maria Easter,2023-07-01T19:02:18.806154+00:00,57,26
Gary Baird,2023-07-01T19:02:18.806658+00:00,64,28
Jacob Jackson,2023-07-01T19:02:18.806786+00:00,57,26
Mildred Costa,2023-07-01T19:02:18.807352+00:00,62,26
Margaret Holland,2023-07-01T19:02:18.807540+00:00,64,23
Dustin Mcintosh,2023-07-01T19:02:18.808009+00:00,63,24
Alice Grissinger,2023-07-01T19:02:18.827624+00:00,58,27
David Madden,2023-07-01T19:02:18.828240+00:00,59,25
Olive Buddenhagen,2023-07-01T19:02:18.850450+00:00,59,22
Melissia Via,2023-07-01T19:02:18.855244+00:00,59,21
Rebecca Lewis,2023-07-01T19:02:18.855424+00:00,58,22
Karen Bonham,2023-07-01T19:02:18.859100+00:00,65,21
Conrad Mccool,2023-07-01T19:02:18.862974+00:00,64,29
Victoria Wrede,2023-07-01T19:02:18.881069+00:00,60,28
David Lowe,2023-07-01T19:02:18.881565+00:00,64,27
Samuel Reed,2023-07-01T19:02:18.881815+00:00,62,26
David Silva,2023-07-01T19:02:18.882248+00:00,59,27
Stuart Smittle,2023-07-01T19:02:18.913194+00:00,62,29
Reginald Garoutte,2023-07-01T19:02:18.930758+00:00,65,23
Thomas Williams,2023-07-01T19:02:18.931037+00:00,59,28
Mike Montgomery,2023-07-01T19:02:18.931477+00:00,62,28
George Valentine,2023-07-01T19:02:18.932290+00:00,62,23
Pauline Mcgrew,2023-07-01T19:02:18.935721+00:00,60,28
Vincent Tyska,2023-07-01T19:02:18.969845+00:00,57,23
Donna Locklear,2023-07-01T19:02:18.972720+00:00,59,29
Micheal Page,2023-07-01T19:02:18.973361+00:00,61,22
David Bolen,2023-07-01T19:02:18.976943+00:00,62,29
Ashley Cummings,2023-07-01T19:02:18.977500+00:00,60,21
James Vancamp,2023-07-01T19:02:18.987882+00:00,65,29
Charles Owen,2023-07-01T19:02:18.988525+00:00,63,21
Preston Murley,2023-07-01T19:02:19.002718+00:00,62,28
Tess Duong,2023-07-01T19:02:19.008555+00:00,60,27
Mary Caruso,2023-07-01T19:02:19.010853+00:00,63,26
Jose Constance,2023-07-01T19:02:19.019040+00:00,57,24
William Gates,2023-07-01T19:02:19.019508+00:00,60,22
Fred Nielson,2023-07-01T19:02:19.020719+00:00,65,28
Tony Gober,2023-07-01T19:02:19.023990+00:00,59,29
India Oneill,2023-07-01T19:02:19.025263+00:00,62,23
Charleen Wilde,2023-07-01T19:02:19.027471+00:00,57,28
David King,2023-07-01T19:02:19.027594+00:00,60,21
Shane Faulk,2023-07-01T19:02:19.029581+00:00,61,23
John Robinson,2023-07-01T19:02:19.029672+00:00,64,24
Edward Hinds,2023-07-01T19:02:19.030725+00:00,64,21
Thomas Harper,2023-07-01T19:02:19.030912+00:00,62,29
Henry Oneill,2023-07-01T19:02:19.031348+00:00,61,29
Kellie Cash,2023-07-01T19:02:19.032052+00:00,57,29
Jack Aste,2023-07-01T19:02:19.053800+00:00,65,22
Donald Denham,2023-07-01T19:02:19.055572+00:00,60,29
Lea Ragsdale,2023-07-01T19:02:19.056874+00:00,64,23
Agnes Berry,2023-07-01T19:02:19.057107+00:00,60,29
Leroy Bradley,2023-07-01T19:02:19.057314+00:00,65,21
Jason Feauto,2023-07-01T19:02:19.085071+00:00,59,24
Kristina Dinardo,2023-07-01T19:02:19.090483+00:00,58,21
Natasha Mccollum,2023-07-01T19:02:19.091633+00:00,60,26
Tammy Murrell,2023-07-01T19:02:19.093117+00:00,64,21
Roy Rabinowitz,2023-07-01T19:02:19.096867+00:00,60,22
Javier Watson,2023-07-01T19:02:19.097113+00:00,63,27
David Smith,2023-07-01T19:02:19.097189+00:00,59,22
Louella Pontious,2023-07-01T19:02:19.106534+00:00,59,28
Brandon Lung,2023-07-01T19:02:19.111456+00:00,60,29
Mary Painter,2023-07-01T19:02:19.112221+00:00,57,29
Olivia Hanberry,2023-07-01T19:02:19.121371+00:00,64,25
Ricardo Samuel,2023-07-01T19:02:19.122366+00:00,61,22
Elsie Bell,2023-07-01T19:02:19.122564+00:00,61,29
Jose Esparza,2023-07-01T19:02:19.123224+00:00,65,27
Stephanie Tinkle,2023-07-01T19:02:19.129852+00:00,62,27
Mary Elder,2023-07-01T19:02:19.130482+00:00,63,26
Joan Vasquez,2023-07-01T19:02:19.130690+00:00,63,28
Nicholas Beaudin,2023-07-01T19:02:19.135994+00:00,61,23
Bonnie Penn,2023-07-01T19:02:19.136772+00:00,61,24
Russell Middleton,2023-07-01T19:02:19.137180+00:00,60,26
Greg Wescott,2023-07-01T19:02:19.139921+00:00,57,29
Kathleen Knox,2023-07-01T19:02:19.140317+00:00,61,25
Maribel Malveaux,2023-07-01T19:02:19.145803+00:00,57,27
Mildred Rittenhouse,2023-07-01T19:02:19.148338+00:00,57,26
Mary Duane,2023-07-01T19:02:19.157123+00:00,57,21
Terrance Knight,2023-07-01T19:02:19.157487+00:00,60,28
Deborah Petaway,2023-07-01T19:02:19.183721+00:00,65,23
Ashley Gardner,2023-07-01T19:02:19.184016+00:00,65,29
Louis Browning,2023-07-01T19:02:19.184413+00:00,65,25
Annie Boland,2023-07-01T19:02:19.186372+00:00,60,25
Kathryn Williams,2023-07-01T19:02:19.186514+00:00,57,26
James Katz,2023-07-01T19:02:19.187080+00:00,61,24
Lillian Sweat,2023-07-01T19:02:19.188848+00:00,63,22
Miranda Kern,2023-07-01T19:02:19.189914+00:00,63,25
Tabitha Capello,2023-07-01T19:02:19.199138+00:00,58,21
Gloria Randell,2023-07-01T19:02:19.202532+00:00,65,21
Ruby Perry,2023-07-01T19:02:19.202730+00:00,58,22
Anton Stoner,2023-07-01T19:02:19.203975+00:00,58,26
Carl Mena,2023-07-01T19:02:19.205230+00:00,61,21
Alice Davison,2023-07-01T19:02:19.205963+00:00,60,24
Gertrude Hernandez,2023-07-01T19:02:19.206192+00:00,61,25
Kayleigh Woods,2023-07-01T19:02:19.207402+00:00,60,24
Frances Mcpherson,2023-07-01T19:02:19.207867+00:00,65,28
Kimberly Romero,2023-07-01T19:02:19.208048+00:00,65,27
Jessie Mcallister,2023-07-01T19:02:19.208675+00:00,65,24
Natasha Layton,2023-07-01T19:02:19.209862+00:00,65,28
Ernest Buffalo,2023-07-01T19:02:19.228208+00:00,61,27
William Mclellan,2023-07-01T19:02:19.230710+00:00,63,21
Jerry Haley,2023-07-01T19:02:19.231206+00:00,65,29
Bobby Burke,2023-07-01T19:02:19.231440+00:00,63,26
Arlen Layne,2023-07-01T19:02:19.233035+00:00,64,27
John Robeson,2023-07-01T19:02:19.237345+00:00,57,27
Holly Moy,2023-07-01T19:02:19.240009+00:00,64,28
Mark Pruitt,2023-07-01T19:02:19.240424+00:00,62,26
Pauline Love,2023-07-01T19:02:19.240697+00:00,63,23
Michael Edwards,2023-07-01T19:02:19.240799+00:00,64,28
John Garrison,2023-07-01T19:02:19.241127+00:00,58,25
Kimberly Gaydosh,2023-07-01T19:02:19.262395+00:00,59,28
Susan Schusterman,2023-07-01T19:02:19.299004+00:00,59,28
Alexander Flores,2023-07-01T19:02:19.299459+00:00,65,24
Ariel Ackerman,2023-07-01T19:02:19.301559+00:00,63,22
Marcus Wilson,2023-07-01T19:02:19.301842+00:00,61,28
Edith Ganley,2023-07-01T19:02:19.311463+00:00,65,29
Paul Bailey,2023-07-01T19:02:19.311793+00:00,60,25
Imogene Wachter,2023-07-01T19:02:19.316433+00:00,57,22
Philip Newton,2023-07-01T19:02:19.317032+00:00,57,26
Brandy Mccord,2023-07-01T19:02:19.318488+00:00,63,25
Nancy Lovern,2023-07-01T19:02:19.328166+00:00,64,21
Anthony Vanduyn,2023-07-01T19:02:19.348973+00:00,64,24
Mary Kennedy,2023-07-01T19:02:19.349367+00:00,58,28
Angela Mendez,2023-07-01T19:02:19.349770+00:00,61,23
Roxie Wilson,2023-07-01T19:02:19.350634+00:00,65,22
Helen Sorensen,2023-07-01T19:02:19.351814+00:00,59,28
Gary Butler,2023-07-01T19:02:19.352057+00:00,60,21
Marion Anderson,2023-07-01T19:02:19.352347+00:00,57,24
Jennifer Weisberg,2023-07-01T19:02:19.359710+00:00,65,24
Carol Stade,2023-07-01T19:02:19.412399+00:00,65,24
Dominic Taylor,2023-07-01T19:02:19.413008+00:00,65,27
Shane Little,2023-07-01T19:02:19.413474+00:00,62,28
Robert Jordan,2023-07-01T19:02:19.413700+00:00,63,21
Sara Smith,2023-07-01T19:02:19.413905+00:00,64,29
Kelly Rathbone,2023-07-01T19:02:19.419110+00:00,57,25
Octavia Albritton,2023-07-01T19:02:19.424078+00:00,57,26
Howard Jackson,2023-07-01T19:02:19.424414+00:00,61,25
Lucille Lowry,2023-07-01T19:02:19.425661+00:00,58,21
Linda Strader,2023-07-01T19:02:19.430150+00:00,59,25
David Kang,2023-07-01T19:02:19.432445+00:00,62,27
Gary Johnson,2023-07-01T19:02:19.432667+00:00,60,29
John Murley,2023-07-01T19:02:19.445737+00:00,59,23
Joseph Thompson,2023-07-01T19:02:19.445941+00:00,59,28
John Tabor,2023-07-01T19:02:19.447165+00:00,64,24
William Nielsen,2023-07-01T19:02:19.447677+00:00,60,24
Carman Snyder,2023-07-01T19:02:19.448466+00:00,57,29
Alfonso Prouty,2023-07-01T19:02:19.452053+00:00,64,26
Jerry Collins,2023-07-01T19:02:19.452546+00:00,61,27
Andrew Lew,2023-07-01T19:02:19.454643+00:00,64,24
Linda Wright,2023-07-01T19:02:19.454771+00:00,59,26
Joseph Francis,2023-07-01T19:02:19.455006+00:00,57,24
George Love,2023-07-01T19:02:19.455209+00:00,63,29
Katherine Yager,2023-07-01T19:02:19.457492+00:00,59,29
Mohamed Miller,2023-07-01T19:02:19.457985+00:00,64,29
Meagan Newton,2023-07-01T19:02:19.458556+00:00,58,21
Robert Kinnamon,2023-07-01T19:02:19.471080+00:00,63,27
Kathleen Mansfield,2023-07-01T19:02:19.471952+00:00,61,22
Ronald Ashley,2023-07-01T19:02:19.472345+00:00,60,25
Isaac Gidney,2023-07-01T19:02:19.479514+00:00,63,21
Richard Carter,2023-07-01T19:02:19.479722+00:00,65,28
Bernadette Mcloughlin,2023-07-01T19:02:19.483218+00:00,59,22
Michael Cloud,2023-07-01T19:02:19.484331+00:00,57,29
Stephen Poston,2023-07-01T19:02:19.485849+00:00,65,23
Beverly Daley,2023-07-01T19:02:19.486642+00:00,60,28
Dean Austin,2023-07-01T19:02:19.486892+00:00,64,22
Marsha Petty,2023-07-01T19:02:19.487409+00:00,65,28
Tina Lynch,2023-07-01T19:02:19.487614+00:00,59,26
Terry Brantley,2023-07-01T19:02:19.488269+00:00,58,27
Dale Sullivan,2023-07-01T19:02:19.488423+00:00,58,24
Ashley Via,2023-07-01T19:02:19.491522+00:00,60,24
Tammie Knox,2023-07-01T19:02:19.492119+00:00,63,27
Margaret Martin,2023-07-01T19:02:19.492201+00:00,63,21
Brooke Ingram,2023-07-01T19:02:19.492581+00:00,60,27
Robin Patterson,2023-07-01T19:02:19.492728+00:00,65,29
Hans Leggett,2023-07-01T19:02:19.494023+00:00,58,24
Earl Salazar,2023-07-01T19:02:19.494338+00:00,57,25
Nicholas Stevens,2023-07-01T19:02:19.494493+00:00,65,21
Cheryl Stewart,2023-07-01T19:02:19.494608+00:00,57,26
Nicolas Tiffany,2023-07-01T19:02:19.497537+00:00,62,26
Robert Davenport,2023-07-01T19:02:19.497870+00:00,65,24
Marie Rouse,2023-07-01T19:02:19.498405+00:00,59,27
David Mooney,2023-07-01T19:02:19.498864+00:00,59,23
Melissa Martin,2023-07-01T19:02:19.498953+00:00,64,22
Ada Adamo,2023-07-01T19:02:19.503546+00:00,64,29
Renee Clements,2023-07-01T19:02:19.504127+00:00,60,22
Chad Bilsborough,2023-07-01T19:02:19.525642+00:00,63,22
Mona Day,2023-07-01T19:02:19.526183+00:00,65,27
Ruth Overstreet,2023-07-01T19:02:19.527328+00:00,59,23
Milton Osborne,2023-07-01T19:02:19.527659+00:00,61,21
Jose Johnson,2023-07-01T19:02:19.527740+00:00,60,23
William Grove,2023-07-01T19:02:19.528443+00:00,64,29
David Thomas,2023-07-01T19:02:19.528518+00:00,65,24
Gwen Snyder,2023-07-01T19:02:19.528838+00:00,59,29
Kirsten Curtin,2023-07-01T19:02:19.530916+00:00,59,22
Daniel Almeda,2023-07-01T19:02:19.540008+00:00,62,22
Lloyd Plumb,2023-07-01T19:02:19.542910+00:00,64,23
Vivienne Brasher,2023-07-01T19:02:19.546345+00:00,57,24
Katheryn Craig,2023-07-01T19:02:19.546992+00:00,61,27
Carole Lawson,2023-07-01T19:02:19.547265+00:00,61,27
Lilia Livley,2023-07-01T19:02:19.583076+00:00,64,24
Tana Sheley,2023-07-01T19:02:19.590184+00:00,60,24
Judy Sonoda,2023-07-01T19:02:19.611399+00:00,62,25
Joseph Minnerly,2023-07-01T19:02:19.631418+00:00,63,26
Timothy Scott,2023-07-01T19:02:19.631644+00:00,63,21
Penny Salisbury,2023-07-01T19:02:19.632930+00:00,58,24
Neal Marvel,2023-07-01T19:02:19.636659+00:00,65,21
Robert Pearman,2023-07-01T19:02:19.639542+00:00,62,23
Angela Arnold,2023-07-01T19:02:19.639716+00:00,57,27
Catherine Ro,2023-07-01T19:02:19.647648+00:00,58,28
Raymond Williams,2023-07-01T19:02:19.647793+00:00,62,26
Karen Lopez,2023-07-01T19:02:19.647881+00:00,58,28
Jeffrey Hovis,2023-07-01T19:02:19.650841+00:00,65,27
Richard Millis,2023-07-01T19:02:19.656023+00:00,61,29
James Tornatore,2023-07-01T19:02:19.671000+00:00,58,29
Robyn Vineyard,2023-07-01T19:02:19.673848+00:00,59,27
Tim Belton,2023-07-01T19:02:19.675582+00:00,62,22
Jose Perkins,2023-07-01T19:02:19.675746+00:00,62,29
Bryan Brown,2023-07-01T19:02:19.675856+00:00,58,23
Mercedes Downs,2023-07-01T19:02:19.676510+00:00,57,22
June Cordes,2023-07-01T19:02:19.679635+00:00,58,26
Anna Moody,2023-07-01T19:02:19.680019+00:00,64,21
Jennifer Nez,2023-07-01T19:02:19.682526+00:00,58,21
Tracy Cantara,2023-07-01T19:02:19.687887+00:00,64,26
Kristin Jemison,2023-07-01T19:02:19.690982+00:00,57,25
Roman Sacco,2023-07-01T19:02:19.693369+00:00,63,23
Nelson Hanson,2023-07-01T19:02:19.693670+00:00,60,26
Eufemia Wroblewski,2023-07-01T19:02:19.704227+00:00,57,21
Cristina Shemwell,2023-07-01T19:02:19.726593+00:00,62,27
Viola Matinez,2023-07-01T19:02:19.749692+00:00,63,27
Toby Hector,2023-07-01T19:02:19.756021+00:00,63,26
Michael Hegg,2023-07-01T19:02:19.769294+00:00,57,24
Peter Connell,2023-07-01T19:02:19.771144+00:00,62,25
Michael Day,2023-07-01T19:02:19.771536+00:00,65,22
Manuel Uccio,2023-07-01T19:02:19.836601+00:00,61,24
Leroy Barcenas,2023-07-01T19:02:19.847719+00:00,65,26
Samuel Travis,2023-07-01T19:02:19.848325+00:00,61,26
Daisy Richardson,2023-07-01T19:02:19.848564+00:00,61,28
Carolyn Abney,2023-07-01T19:02:19.849815+00:00,59,27
Fredrick Patlan,2023-07-01T19:02:19.859306+00:00,65,28
Katherine Becker,2023-07-01T19:02:19.859689+00:00,62,25
Bennie Sones,2023-07-01T19:02:19.868522+00:00,63,29
Luis Mcleod,2023-07-01T19:02:19.869162+00:00,62,29
Anthony Wilkerson,2023-07-01T19:02:19.869474+00:00,59,23
Helen Lamey,2023-07-01T19:02:19.879024+00:00,65,27
Beulah Lewis,2023-07-01T19:02:19.879481+00:00,61,27
Misty Wakeman,2023-07-01T19:02:19.884572+00:00,64,29
Wesley Sparrow,2023-07-01T19:02:19.886384+00:00,59,26
Rudy Glenn,2023-07-01T19:02:19.886882+00:00,63,26
Betty Bolden,2023-07-01T19:02:19.887435+00:00,58,24
Micah Pressnell,2023-07-01T19:02:19.893913+00:00,64,28
Celia Steel,2023-07-01T19:02:19.896158+00:00,63,27
Freddy Sanborn,2023-07-01T19:02:19.897643+00:00,63,27
Susan Morissette,2023-07-01T19:02:19.904555+00:00,58,29
Helen Jennings,2023-07-01T19:02:19.904844+00:00,59,28
Francis Mclaren,2023-07-01T19:02:19.907537+00:00,64,23
Thomas Harrison,2023-07-01T19:02:19.907725+00:00,58,22
Wesley Sullivan,2023-07-01T19:02:19.907912+00:00,63,28
Helena Manuel,2023-07-01T19:02:19.908748+00:00,63,23
John Gutierrez,2023-07-01T19:02:19.908900+00:00,58,21
Cheryl Gilpatrick,2023-07-01T19:02:19.919260+00:00,62,22
Henry Howard,2023-07-01T19:02:19.919496+00:00,65,21
William Yoder,2023-07-01T19:02:19.920038+00:00,63,25
Wayne Lomonaco,2023-07-01T19:02:19.926288+00:00,63,29
Jeffrey Huber,2023-07-01T19:02:19.926961+00:00,61,24
Anna Baker,2023-07-01T19:02:19.927080+00:00,60,21
John Morris,2023-07-01T19:02:19.927176+00:00,59,25
Jan Gatlin,2023-07-01T19:02:19.928580+00:00,59,28
Kenneth Landry,2023-07-01T19:02:19.928976+00:00,57,21
Derek Holbach,2023-07-01T19:02:19.954600+00:00,61,26
Marcia Beil,2023-07-01T19:02:19.960308+00:00,64,24
Noreen Garfinkle,2023-07-01T19:02:19.979580+00:00,65,22
Michael Bernardo,2023-07-01T19:02:19.982440+00:00,65,21
Alex Kennerson,2023-07-01T19:02:19.994535+00:00,62,27
Mary Bates,2023-07-01T19:02:19.994993+00:00,60,21
Winston Torres,2023-07-01T19:02:19.995506+00:00,60,21
Alice Philo,2023-07-01T19:02:20.036663+00:00,65,28
Eric Quay,2023-07-01T19:02:20.072328+00:00,58,26
Joseph Richter,2023-07-01T19:02:20.073643+00:00,58,29
Lloyd Ramirez,2023-07-01T19:02:20.073999+00:00,62,29
Salvador Blanchard,2023-07-01T19:02:20.074848+00:00,62,27
James Harris,2023-07-01T19:02:20.075004+00:00,60,29
Kirk Landry,2023-07-01T19:02:20.075794+00:00,62,28
Tasha Talbot,2023-07-01T19:02:20.077607+00:00,59,27
Micheal Hickman,2023-07-01T19:02:20.086462+00:00,65,26
Lois Oquendo,2023-07-01T19:02:20.090248+00:00,64,21
Kevin Cox,2023-07-01T19:02:20.090541+00:00,62,25
Matthew Holbrook,2023-07-01T19:02:20.091709+00:00,62,25
Patricia Cooper,2023-07-01T19:02:20.091971+00:00,62,21
John Wu,2023-07-01T19:02:20.093398+00:00,63,26
Ryan Gadbaw,2023-07-01T19:02:20.229383+00:00,63,27
Ronald Hale,2023-07-01T19:02:20.229865+00:00,57,24
Richard Gentry,2023-07-01T19:02:20.230517+00:00,63,29
Barbara Durk,2023-07-01T19:02:20.334093+00:00,58,26
Peter Livengood,2023-07-01T19:02:20.340526+00:00,60,25
Vicki Fernandez,2023-07-01T19:02:20.341621+00:00,64,26
Jennifer Alberding,2023-07-01T19:02:20.419005+00:00,64,25
Walter Bolick,2023-07-01T19:02:20.424862+00:00,63,22
John Phelan,2023-07-01T19:02:20.443464+00:00,61,29
Debbie Crecelius,2023-07-01T19:02:20.497206+00:00,65,23
Julie Davis,2023-07-01T19:02:20.497522+00:00,57,23
Sergio Gilliam,2023-07-01T19:02:20.498800+00:00,60,26
Tamara Ficklin,2023-07-01T19:02:20.515915+00:00,64,27
Teresa Boyd,2023-07-01T19:02:20.516414+00:00,58,27
Richard Gibson,2023-07-01T19:02:20.516675+00:00,60,24
Robert Sterner,2023-07-01T19:02:20.521299+00:00,60,22
Billy Vang,2023-07-01T19:02:20.521928+00:00,58,29
Dorothy Li,2023-07-01T19:02:20.522943+00:00,58,25
John Johnson,2023-07-01T19:02:20.523038+00:00,61,28
Teresa Guerrero,2023-07-01T19:02:20.523298+00:00,64,25
Clifford Gonzales,2023-07-01T19:02:20.523464+00:00,62,24
Irwin Tidwell,2023-07-01T19:02:20.524431+00:00,58,23
Roberto Bradley,2023-07-01T19:02:20.524649+00:00,61,23
Frederick Shawgo,2023-07-01T19:02:20.533144+00:00,57,25
Nidia Good,2023-07-01T19:02:20.534498+00:00,61,26
Charles Sparks,2023-07-01T19:02:20.534821+00:00,65,23
Shirley Selby,2023-07-01T19:02:20.536021+00:00,59,28
Antoinette Wooten,2023-07-01T19:02:20.536676+00:00,62,26
Anna Miller,2023-07-01T19:02:20.536767+00:00,62,22
Russ Figueroa,2023-07-01T19:02:20.537379+00:00,65,27
Elvin Watts,2023-07-01T19:02:20.537822+00:00,62,29
Rudolf Jesus,2023-07-01T19:02:20.543308+00:00,62,27
Alma Germany,2023-07-01T19:02:20.546220+00:00,61,21
Andrew Ward,2023-07-01T19:02:20.546357+00:00,64,27
Derek Londner,2023-07-01T19:02:20.576662+00:00,60,29
Joseph Slater,2023-07-01T19:02:20.577246+00:00,62,26
Jennifer Wheeler,2023-07-01T19:02:20.577413+00:00,60,21
Lonnie Cooper,2023-07-01T19:02:20.577614+00:00,65,24
Arthur Lyman,2023-07-01T19:02:20.578881+00:00,65,27
Colleen Pettit,2023-07-01T19:02:20.579829+00:00,62,24
Dolores Clark,2023-07-01T19:02:20.579983+00:00,62,24
Jeffrey Thieman,2023-07-01T19:02:20.592193+00:00,63,26
Tommy Hawkins,2023-07-01T19:02:20.592511+00:00,60,23
Gregory Phillips,2023-07-01T19:02:20.592618+00:00,65,23
Douglas Garza,2023-07-01T19:02:20.592798+00:00,57,23
Patricia Jenney,2023-07-01T19:02:20.599208+00:00,61,21
Lakenya Lux,2023-07-01T19:02:20.604149+00:00,58,21
Kristen Snider,2023-07-01T19:02:20.604746+00:00,64,29
Samantha Stjohn,2023-07-01T19:02:20.605849+00:00,61,22
June Kutch,2023-07-01T19:02:20.618371+00:00,62,24
Angela Dorsey,2023-07-01T19:02:20.618830+00:00,65,21
David Klitz,2023-07-01T19:02:20.638259+00:00,63,26
Arthur Cervantes,2023-07-01T19:02:20.638839+00:00,60,24
William Noland,2023-07-01T19:02:20.640086+00:00,65,27
Gerard Garramone,2023-07-01T19:02:20.662419+00:00,65,25
Shirley Dickison,2023-07-01T19:02:20.669295+00:00,64,28
Jessica Gough,2023-07-01T19:02:20.670833+00:00,59,22
William Gribbin,2023-07-01T19:02:20.693565+00:00,62,27
Rose Ferry,2023-07-01T19:02:20.695531+00:00,59,26
Paul Shelby,2023-07-01T19:02:20.696797+00:00,60,26
Margaret Shockey,2023-07-01T19:02:20.699503+00:00,62,24
Thomas Zimmerman,2023-07-01T19:02:20.699795+00:00,65,26
Kara Sanders,2023-07-01T19:02:20.700063+00:00,57,21
Eugene Damiano,2023-07-01T19:02:20.703938+00:00,63,26
Lacy Swanson,2023-07-01T19:02:20.704629+00:00,64,27
Ramiro Martin,2023-07-01T19:02:20.704908+00:00,59,25
Cynthia Williams,2023-07-01T19:02:20.704988+00:00,61,26
Timothy Palacios,2023-07-01T19:02:20.705699+00:00,57,28
Sarah Lamb,2023-07-01T19:02:20.705986+00:00,58,27
James Alvarez,2023-07-01T19:02:20.706172+00:00,60,28
Santos Lewis,2023-07-01T19:02:20.706475+00:00,57,21
Jessica Freese,2023-07-01T19:02:20.708532+00:00,64,24
Helen Burghard,2023-07-01T19:02:20.736489+00:00,62,21
Linda Thompson,2023-07-01T19:02:20.736692+00:00,64,27
James Tucker,2023-07-01T19:02:20.736820+00:00,65,25
Heidi Russ,2023-07-01T19:02:20.737875+00:00,61,27
Antonio Cappello,2023-07-01T19:02:20.744957+00:00,59,27
Norman Porter,2023-07-01T19:02:20.745227+00:00,65,25
Laura Graff,2023-07-01T19:02:20.746789+00:00,57,23
Anne Lane,2023-07-01T19:02:20.747012+00:00,61,26
Alex Lewis,2023-07-01T19:02:20.747158+00:00,62,28
Matthew Meja,2023-07-01T19:02:20.787788+00:00,64,25
Jamie Peterson,2023-07-01T19:02:20.788269+00:00,63,28
Loren Rogers,2023-07-01T19:02:20.788786+00:00,57,26
Pauline Cook,2023-07-01T19:02:20.789081+00:00,62,23
Gabrielle Treadwell,2023-07-01T19:02:20.792494+00:00,57,23
Charles Nelson,2023-07-01T19:02:20.792768+00:00,61,24
Craig Rhodes,2023-07-01T19:02:20.793242+00:00,57,24
Victor Esmond,2023-07-01T19:02:20.819354+00:00,61,26
Richard Lambert,2023-07-01T19:02:20.819883+00:00,61,21
John Collins,2023-07-01T19:02:20.820079+00:00,58,21
Marjorie Leonhart,2023-07-01T19:02:20.848503+00:00,60,28
Willis Jenkins,2023-07-01T19:02:20.849135+00:00,65,23
Glenn Layne,2023-07-01T19:02:20.851430+00:00,61,22
Donald Hicks,2023-07-01T19:02:20.851740+00:00,65,25
Joshua Buchanan,2023-07-01T19:02:20.852288+00:00,64,25
Linda Bell,2023-07-01T19:02:20.852472+00:00,60,23
Diane Forrest,2023-07-01T19:02:20.853646+00:00,64,29
Rosa Pisani,2023-07-01T19:02:20.867637+00:00,63,25
George Delacruz,2023-07-01T19:02:20.868725+00:00,60,21
Mark Albaladejo,2023-07-01T19:02:20.898672+00:00,60,21
Jon Coletti,2023-07-01T19:02:20.913569+00:00,61,21
Demarcus Mock,2023-07-01T19:02:20.916306+00:00,65,21
Steven Jones,2023-07-01T19:02:20.916519+00:00,61,29
Sammy Caywood,2023-07-01T19:02:20.927569+00:00,65,22
Helen Jackson,2023-07-01T19:02:20.927785+00:00,58,28
Jacob Senft,2023-07-01T19:02:20.943717+00:00,64,24
Brett Gleason,2023-07-01T19:02:20.944612+00:00,64,23
Ashley Hemmer,2023-07-01T19:02:20.949969+00:00,62,25
William Wiedmann,2023-07-01T19:02:20.975396+00:00,57,24
Terri Caruthers,2023-07-01T19:02:20.977896+00:00,60,28
Matthew Graver,2023-07-01T19:02:20.982633+00:00,64,29
Amanda Pasceri,2023-07-01T19:02:21.006227+00:00,63,23
